Gene stable ID	Gene stable ID version	Gene name	Gene start (bp)	Gene end (bp)
ENSG00000073861	ENSG00000073861.3	TBX21	47733236	47746122
ENSG00000006025	ENSG00000006025.12	OSBPL7	47807372	47821834
ENSG00000159111	ENSG00000159111.13	MRPL10	47823272	47831541
ENSG00000141294	ENSG00000141294.10	LRRC46	47831634	47837719
ENSG00000141295	ENSG00000141295.14	SCRN2	47837692	47841289
ENSG00000189120	ENSG00000189120.5	SP6	47844908	47855874
ENSG00000264243	ENSG00000264243.1	AC018521.3	47863342	47865190
ENSG00000266821	ENSG00000266821.1	AC018521.7	47879472	47882398
ENSG00000264920	ENSG00000264920.2	AC018521.5	47891229	47895812
ENSG00000167182	ENSG00000167182.15	SP2	47896150	47928957
ENSG00000234494	ENSG00000234494.7	SP2-AS1	47897330	47941410
ENSG00000266601	ENSG00000266601.1	AC018521.6	47929682	47933106
ENSG00000108439	ENSG00000108439.11	PNPO	47941506	47949308
ENSG00000263798	ENSG00000263798.2	AC018521.1	47945424	47981736
ENSG00000264019	ENSG00000264019.1	AC018521.2	47946802	47948275
ENSG00000167183	ENSG00000167183.3	PRR15L	47951967	47957883
ENSG00000108465	ENSG00000108465.15	CDK5RAP3	47967810	47981781
ENSG00000264701	ENSG00000264701.1	AC018521.4	47980398	47996196
ENSG00000005243	ENSG00000005243.10	COPZ2	48026167	48038030
ENSG00000207947	ENSG00000207947.3	MIR152	48037161	48037247
ENSG00000263412	ENSG00000263412.1	NFE2L1-DT	48045141	48048073
ENSG00000082641	ENSG00000082641.16	NFE2L1	48048329	48061545
ENSG00000266341	ENSG00000266341.1	AC004477.1	48060383	48060669
ENSG00000278765	ENSG00000278765.1	AC004477.2	48066704	48067293
ENSG00000108468	ENSG00000108468.15	CBX1	48070052	48101478
ENSG00000206954	ENSG00000206954.1	RNU6-1201P	48088678	48088784
ENSG00000002919	ENSG00000002919.15	SNX11	48103357	48123601
ENSG00000141293	ENSG00000141293.16	SKAP1	48133442	48430275
ENSG00000221739	ENSG00000221739.1	MIR1203	48156427	48156511
ENSG00000263787	ENSG00000263787.1	SKAP1-AS1	48185938	48204529
ENSG00000207306	ENSG00000207306.1	RNU6-1152P	48196680	48196786
ENSG00000235300	ENSG00000235300.4	THRA1/BTR	48294335	48308762
ENSG00000266222	ENSG00000266222.1	AC036222.2	48377262	48380370
ENSG00000264451	ENSG00000264451.1	AC036222.1	48460370	48466040
ENSG00000120094	ENSG00000120094.9	HOXB1	48528526	48531011
ENSG00000173917	ENSG00000173917.10	HOXB2	48540894	48544989
ENSG00000230148	ENSG00000230148.8	HOXB-AS1	48543551	48551250
ENSG00000120093	ENSG00000120093.11	HOXB3	48548870	48604912
ENSG00000233101	ENSG00000233101.10	HOXB-AS3	48549630	48606414
ENSG00000239552	ENSG00000239552.2	HOXB-AS2	48557262	48560333
ENSG00000182742	ENSG00000182742.6	HOXB4	48575507	48578350
ENSG00000257178	ENSG00000257178.5	AC103702.1	48579630	48582259
ENSG00000284038	ENSG00000284038.1	MIR10A	48579838	48579947
ENSG00000120075	ENSG00000120075.5	HOXB5	48591257	48593961
ENSG00000108511	ENSG00000108511.10	HOXB6	48595751	48604992
ENSG00000260027	ENSG00000260027.5	HOXB7	48607232	48633572
ENSG00000120068	ENSG00000120068.7	HOXB8	48611377	48615292
ENSG00000170689	ENSG00000170689.10	HOXB9	48621156	48626358
ENSG00000242207	ENSG00000242207.1	HOXB-AS4	48628675	48634932
ENSG00000210741	ENSG00000210741.1	MIR196A1	48632490	48632559
ENSG00000272763	ENSG00000272763.1	AC103702.2	48635923	48647023
ENSG00000244649	ENSG00000244649.5	LINC02086	48646923	48707346
ENSG00000244559	ENSG00000244559.1	AC091179.2	48690481	48690624
ENSG00000242067	ENSG00000242067.1	RPL9P28	48691116	48691694
ENSG00000241788	ENSG00000241788.2	COX6B1P2	48713730	48713959
ENSG00000159182	ENSG00000159182.5	PRAC1	48721719	48722518
ENSG00000229637	ENSG00000229637.4	PRAC2	48723185	48724758
ENSG00000273750	ENSG00000273750.1	AC091179.3	48723188	48723314
ENSG00000277542	ENSG00000277542.1	AC091179.4	48723692	48723772
ENSG00000263602	ENSG00000263602.1	MIR3185	48724408	48724475
ENSG00000159184	ENSG00000159184.8	HOXB13	48724763	48728750
ENSG00000242407	ENSG00000242407.1	AC091179.1	48733091	48733888
ENSG00000170703	ENSG00000170703.15	TTLL6	48762235	48817214
ENSG00000244514	ENSG00000244514.3	RN7SL125P	48765554	48765847
ENSG00000136436	ENSG00000136436.15	CALCOCO2	48831018	48866522
ENSG00000248278	ENSG00000248278.1	SUMO2P17	48874860	48908983
ENSG00000212565	ENSG00000212565.1	AC068531.1	48880840	48880967
ENSG00000248895	ENSG00000248895.1	AC068531.2	48881122	48881316
ENSG00000159199	ENSG00000159199.14	ATP5MC1	48892765	48895871
ENSG00000270781	ENSG00000270781.1	AC091133.6	48899131	48899748
ENSG00000159202	ENSG00000159202.18	UBE2Z	48908407	48929056
ENSG00000159210	ENSG00000159210.10	SNF8	48929316	48944842
ENSG00000230532	ENSG00000230532.1	AC091133.1	48931791	48937100
ENSG00000200903	ENSG00000200903.1	RNU1-42P	48949361	48949520
ENSG00000238804	ENSG00000238804.1	AC091133.2	48956650	48956753
ENSG00000159224	ENSG00000159224.4	GIP	48958554	48968596
ENSG00000250838	ENSG00000250838.1	AC091133.3	48995266	48997492
ENSG00000159217	ENSG00000159217.10	IGF2BP1	48997385	49056145
ENSG00000251461	ENSG00000251461.3	AC091133.4	49004731	49013725
ENSG00000252636	ENSG00000252636.1	RNU6-826P	49036352	49036455
ENSG00000251550	ENSG00000251550.1	AC091133.5	49037122	49037429
ENSG00000248883	ENSG00000248883.2	B4GALNT2P1	49085511	49086702
ENSG00000167080	ENSG00000167080.9	B4GALNT2	49132460	49176840
ENSG00000240995	ENSG00000240995.2	AC069454.1	49148339	49149111
ENSG00000167083	ENSG00000167083.7	GNGT2	49202791	49210574
ENSG00000108798	ENSG00000108798.9	ABI3	49210411	49223225
ENSG00000173868	ENSG00000173868.12	PHOSPHO1	49223366	49230787
ENSG00000177369	ENSG00000177369.9	FLJ40194	49230853	49318011
ENSG00000273500	ENSG00000273500.1	MIR6129	49288346	49288454
ENSG00000198740	ENSG00000198740.9	ZNF652	49289206	49362473
ENSG00000248714	ENSG00000248714.7	AC091180.2	49361150	49369998
ENSG00000262039	ENSG00000262039.1	AC091180.5	49370740	49476988
ENSG00000250948	ENSG00000250948.1	AC091180.4	49375380	49380094
ENSG00000186244	ENSG00000186244.7	AC091180.1	49400429	49400800
ENSG00000167085	ENSG00000167085.12	PHB	49404049	49414905
ENSG00000250186	ENSG00000250186.3	AC091180.3	49404081	49405197
ENSG00000229944	ENSG00000229944.3	EIF4EP2	49424269	49424922
ENSG00000249497	ENSG00000249497.1	LINC02075	49457861	49461749
ENSG00000279036	ENSG00000279036.1	AC015656.1	49494223	49497800
ENSG00000064300	ENSG00000064300.9	NGFR	49495293	49515008
ENSG00000249906	ENSG00000249906.1	AC006487.1	49505657	49574064
ENSG00000277478	ENSG00000277478.1	MIR6165	49510817	49510900
ENSG00000250310	ENSG00000250310.2	AC006487.2	49544788	49577962
ENSG00000182575	ENSG00000182575.8	NXPH3	49575871	49583827
ENSG00000121067	ENSG00000121067.19	SPOP	49598884	49678163
ENSG00000121073	ENSG00000121073.15	SLC35B1	49700934	49709014
ENSG00000250751	ENSG00000250751.1	AC015795.1	49708334	49720060
ENSG00000121104	ENSG00000121104.8	FAM117A	49710332	49789180
ENSG00000136504	ENSG00000136504.13	KAT7	49788648	49835026
ENSG00000235183	ENSG00000235183.3	SRP14P3	49795343	49795669
ENSG00000262837	ENSG00000262837.1	AC027801.5	49834239	49836454
ENSG00000176358	ENSG00000176358.15	TAC4	49838309	49848017
ENSG00000204584	ENSG00000204584.1	AC027801.1	49845910	49848837
ENSG00000248954	ENSG00000248954.1	AC027801.2	49887598	49900893
ENSG00000254039	ENSG00000254039.1	AC027801.4	49914403	49932918
ENSG00000249176	ENSG00000249176.1	AC027801.3	49939122	49939819
ENSG00000199492	ENSG00000199492.1	RNU6-1313P	49966075	49966176
ENSG00000108813	ENSG00000108813.11	DLX4	49968970	49974959
ENSG00000064195	ENSG00000064195.7	DLX3	49990005	49995224
ENSG00000248172	ENSG00000248172.1	AC009720.1	49996889	50016844
ENSG00000246640	ENSG00000246640.1	PICART1	50050349	50055739
ENSG00000005884	ENSG00000005884.18	ITGA3	50055968	50090481
ENSG00000276851	ENSG00000276851.1	AC002401.4	50094065	50094647
ENSG00000005882	ENSG00000005882.12	PDK2	50094737	50112152
ENSG00000275025	ENSG00000275025.1	AC002401.3	50098460	50098899
ENSG00000250282	ENSG00000250282.1	AC002401.2	50100704	50101920
ENSG00000167100	ENSG00000167100.15	SAMD14	50110040	50130160
ENSG00000108819	ENSG00000108819.11	PPP1R9B	50133737	50150677
ENSG00000236472	ENSG00000236472.1	AC002401.1	50135586	50146176
ENSG00000253730	ENSG00000253730.1	AC015909.2	50158333	50161276
ENSG00000261959	ENSG00000261959.1	AC015909.3	50163523	50165316
ENSG00000108823	ENSG00000108823.16	SGCA	50164214	50175928
ENSG00000188662	ENSG00000188662.6	H1-9P	50171428	50181178
ENSG00000108821	ENSG00000108821.14	COL1A1	50184101	50201632
ENSG00000249406	ENSG00000249406.3	AC015909.1	50199876	50215922
ENSG00000263176	ENSG00000263176.1	AC015909.4	50212933	50215357
ENSG00000249838	ENSG00000249838.1	SUMO2P7	50235845	50236129
ENSG00000167105	ENSG00000167105.8	TMEM92	50271406	50281485
ENSG00000251179	ENSG00000251179.1	TMEM92-AS1	50281577	50287855
ENSG00000015532	ENSG00000015532.10	XYLT2	50346126	50363138
ENSG00000279792	ENSG00000279792.1	AC015909.5	50362967	50365232
ENSG00000108826	ENSG00000108826.16	MRPL27	50367857	50373207
ENSG00000154920	ENSG00000154920.15	EME1	50373220	50381483
ENSG00000108829	ENSG00000108829.10	LRRC59	50375059	50397523
ENSG00000253102	ENSG00000253102.1	AC004707.1	50396438	50397888
ENSG00000167107	ENSG00000167107.13	ACSF2	50426158	50474845
ENSG00000262759	ENSG00000262759.1	MRPS21P9	50450179	50450725
ENSG00000136457	ENSG00000136457.10	CHAD	50464496	50468906
ENSG00000275897	ENSG00000275897.1	AC021491.4	50475819	50478391
ENSG00000136444	ENSG00000136444.10	RSAD1	50478860	50485974
ENSG00000249451	ENSG00000249451.1	AC021491.1	50503412	50508328
ENSG00000136449	ENSG00000136449.15	MYCBPAP	50508384	50531501
ENSG00000250286	ENSG00000250286.2	AC021491.2	50525520	50538761
ENSG00000049283	ENSG00000049283.18	EPN3	50532682	50543750
ENSG00000006282	ENSG00000006282.21	SPATA20	50543058	50555852
ENSG00000250107	ENSG00000250107.1	CACNA1G-AS1	50556207	50562108
ENSG00000006283	ENSG00000006283.18	CACNA1G	50560715	50627474
ENSG00000250976	ENSG00000250976.1	AC021491.3	50563203	50563783
ENSG00000251239	ENSG00000251239.1	AC004590.1	50627032	50631940
ENSG00000108846	ENSG00000108846.16	ABCC3	50634777	50692253
ENSG00000154945	ENSG00000154945.7	ANKRD40	50693198	50707914
ENSG00000262967	ENSG00000262967.1	AC005921.2	50693448	50695449
ENSG00000108848	ENSG00000108848.16	LUC7L3	50719565	50756219
ENSG00000278963	ENSG00000278963.1	AC005921.3	50722074	50724224
ENSG00000167117	ENSG00000167117.10	ANKRD40CL	50761029	50767557
ENSG00000278672	ENSG00000278672.1	MIR8059	50768650	50768730
ENSG00000285829	ENSG00000285829.1	AC005921.4	50781306	50792493
ENSG00000248702	ENSG00000248702.1	AC005921.1	50797366	50797651
ENSG00000173714	ENSG00000173714.8	WFIKKN2	50834650	50842353
ENSG00000261976	ENSG00000261976.2	AC091062.1	50840057	50841626
ENSG00000243521	ENSG00000243521.2	RPL5P33	50847950	50849270
ENSG00000141232	ENSG00000141232.5	TOB1	50862223	50867978
ENSG00000229980	ENSG00000229980.5	TOB1-AS1	50866679	50910774
ENSG00000262006	ENSG00000262006.1	AC005920.4	50909637	50910232
ENSG00000247011	ENSG00000247011.2	AC005920.1	50934989	50944713
ENSG00000251665	ENSG00000251665.1	AC005920.3	50944104	50948750
ENSG00000008294	ENSG00000008294.21	SPAG9	50962174	51120868
ENSG00000249870	ENSG00000249870.1	AC005920.2	51042524	51085471
ENSG00000239672	ENSG00000239672.8	NME1	51153559	51162428
ENSG00000011052	ENSG00000011052.21	NME1-NME2	51153590	51171744
ENSG00000243678	ENSG00000243678.12	NME2	51165435	51171744
ENSG00000011258	ENSG00000011258.16	MBTD1	51177425	51260163
ENSG00000279089	ENSG00000279089.1	AC005839.1	51183191	51186403
ENSG00000264895	ENSG00000264895.1	AC006141.1	51249579	51251748
ENSG00000011260	ENSG00000011260.14	UTP18	51260546	51297936
ENSG00000249383	ENSG00000249383.2	LINC02071	51312609	51335165
ENSG00000249982	ENSG00000249982.1	AC005823.2	51332679	51334090
ENSG00000249658	ENSG00000249658.1	AC005823.1	51335261	51336240
ENSG00000267452	ENSG00000267452.3	LINC02073	51336646	51521401
ENSG00000187504	ENSG00000187504.6	RPL7P48	51502488	51503233
ENSG00000154975	ENSG00000154975.14	CA10	51630313	52160017
ENSG00000279743	ENSG00000279743.1	AC002090.1	51761260	51763397
ENSG00000263317	ENSG00000263317.1	LINC01982	52390515	52535701
ENSG00000226364	ENSG00000226364.1	LINC02089	52862121	52899588
ENSG00000227011	ENSG00000227011.4	LINC02876	52985513	52987652
ENSG00000262902	ENSG00000262902.1	MTCO1P40	53105734	53106358
ENSG00000285939	ENSG00000285939.2	AC034268.2	53276760	54365634
ENSG00000263252	ENSG00000263252.1	AC005341.1	53353427	53354134
ENSG00000262271	ENSG00000262271.1	AC090079.1	53434131	53435829
ENSG00000262518	ENSG00000262518.1	AC090079.2	53438556	53439721
ENSG00000262384	ENSG00000262384.1	AC034268.1	53681630	53682111
ENSG00000233380	ENSG00000233380.1	RPS2P48	53756989	53757870
ENSG00000141200	ENSG00000141200.8	KIF2B	53822927	53825193
ENSG00000263189	ENSG00000263189.1	AC023934.1	53952936	53955324
ENSG00000261965	ENSG00000261965.1	ISCA1P3	54477796	54478168
ENSG00000288036	ENSG00000288036.1	AC015943.1	54609249	54670420
ENSG00000263199	ENSG00000263199.1	AC005951.1	54702936	54703430
ENSG00000263125	ENSG00000263125.1	ARL2BPP8	54754165	54754649
ENSG00000251809	ENSG00000251809.1	RN7SKP14	54770949	54771277
ENSG00000141198	ENSG00000141198.16	TOM1L1	54899387	54961956
ENSG00000166260	ENSG00000166260.13	COX11	54951902	54968703
ENSG00000279059	ENSG00000279059.1	AC007485.2	54956760	54958426
ENSG00000275710	ENSG00000275710.1	AC007485.1	54964474	54964679
ENSG00000166263	ENSG00000166263.13	STXBP4	54968727	55173632
ENSG00000108924	ENSG00000108924.14	HLF	55264960	55325187
ENSG00000263096	ENSG00000263096.1	AC007638.2	55271504	55273653
ENSG00000262079	ENSG00000262079.1	AC007638.1	55325757	55327791
ENSG00000108960	ENSG00000108960.9	MMD	55392622	55421924
ENSG00000261873	ENSG00000261873.2	SMIM36	55448433	55511444
ENSG00000236319	ENSG00000236319.2	AC105021.1	55526964	55561577
ENSG00000262135	ENSG00000262135.1	GARS1P1	55550931	55551649
ENSG00000200107	ENSG00000200107.1	RNU6-1249P	55551810	55551920
ENSG00000166292	ENSG00000166292.12	TMEM100	55719627	55732121
ENSG00000141179	ENSG00000141179.14	PCTP	55751051	55842830
ENSG00000262052	ENSG00000262052.1	AC090618.1	55842677	55872939
ENSG00000153930	ENSG00000153930.12	ANKFN1	55882301	56511659
ENSG00000261882	ENSG00000261882.1	AC006600.1	56368063	56368215
ENSG00000279606	ENSG00000279606.1	AC006600.2	56471142	56473647
ENSG00000243058	ENSG00000243058.1	RPL39P33	56573040	56573195
ENSG00000183691	ENSG00000183691.6	NOG	56593699	56595611
ENSG00000214226	ENSG00000214226.9	C17orf67	56791913	56838773
ENSG00000283209	ENSG00000283209.1	AC106858.1	56803841	56804269
ENSG00000153933	ENSG00000153933.10	DGKE	56834107	56869567
ENSG00000121060	ENSG00000121060.18	TRIM25	56836387	56914080
ENSG00000212469	ENSG00000212469.1	RNU6-1158P	56871170	56871276
ENSG00000262408	ENSG00000262408.1	AC015912.2	56884639	56884819
ENSG00000262112	ENSG00000262112.1	AC015912.1	56888880	56891841
ENSG00000284542	ENSG00000284542.1	MIR3614	56891270	56891355
ENSG00000274213	ENSG00000274213.1	AC015912.3	56914186	56914533
ENSG00000121058	ENSG00000121058.5	COIL	56938199	56961050
ENSG00000262298	ENSG00000262298.1	AC004584.1	56939932	56941275
ENSG00000262623	ENSG00000262623.1	AC004584.2	56951664	56952404
ENSG00000121064	ENSG00000121064.13	SCPEP1	56978129	57006768
ENSG00000263120	ENSG00000263120.1	AC004584.3	56982749	56985104
ENSG00000261192	ENSG00000261192.1	RNF126P1	57045478	57046797
ENSG00000263004	ENSG00000263004.2	AC007114.1	57071814	57085024
ENSG00000121057	ENSG00000121057.13	AKAP1	57085092	57121346
ENSG00000263089	ENSG00000263089.1	AC007114.2	57092145	57096425
ENSG00000285785	ENSG00000285785.1	AC003950.1	57196081	57213300
ENSG00000286732	ENSG00000286732.1	AC091181.2	57253236	57255855
ENSG00000153944	ENSG00000153944.12	MSI2	57255851	57684689
ENSG00000279555	ENSG00000279555.1	AC091181.1	57277920	57280017
ENSG00000279281	ENSG00000279281.1	AC015883.1	57448218	57450291
ENSG00000266100	ENSG00000266100.1	AC007431.2	57522248	57523597
ENSG00000280028	ENSG00000280028.1	AC007431.3	57531769	57532355
ENSG00000263499	ENSG00000263499.1	AC007431.1	57600856	57608412
ENSG00000242889	ENSG00000242889.3	RN7SL449P	57618108	57618393
ENSG00000238447	ENSG00000238447.1	RNU7-134P	57685529	57685592
ENSG00000166329	ENSG00000166329.3	CCDC182	57744495	57745299
ENSG00000265542	ENSG00000265542.5	AC015845.2	57771946	57834749
ENSG00000222976	ENSG00000222976.1	RN7SKP94	57789449	57789732
ENSG00000181610	ENSG00000181610.13	MRPS23	57834781	57850056
ENSG00000180891	ENSG00000180891.13	CUEDC1	57861243	57955412
ENSG00000264914	ENSG00000264914.1	AC015845.1	57912333	57922581
ENSG00000278642	ENSG00000278642.1	AC015813.4	57955965	57956143
ENSG00000136451	ENSG00000136451.9	VEZF1	57971547	57988259
ENSG00000280233	ENSG00000280233.1	AC015813.7	57988180	57988760
ENSG00000266086	ENSG00000266086.3	AC015813.2	57989038	58007246
ENSG00000264112	ENSG00000264112.1	AC015813.1	57989039	57994850
ENSG00000136450	ENSG00000136450.13	SRSF1	58000919	58007346
ENSG00000279069	ENSG00000279069.1	AC015813.5	58006674	58008187
ENSG00000285930	ENSG00000285930.1	AC015813.8	58050789	58060739
ENSG00000266290	ENSG00000266290.1	AC015813.3	58076891	58083204
ENSG00000264364	ENSG00000264364.3	DYNLL2	58083419	58095542
ENSG00000279207	ENSG00000279207.1	AC015813.6	58095672	58101479
ENSG00000141194	ENSG00000141194.6	OR4D1	58148449	58159555
ENSG00000229590	ENSG00000229590.3	MSX2P1	58157028	58157800
ENSG00000255713	ENSG00000255713.2	OR4D2	58166982	58171411
ENSG00000121053	ENSG00000121053.6	EPX	58192726	58205174
ENSG00000278627	ENSG00000278627.1	AC005962.1	58202352	58203003
ENSG00000011143	ENSG00000011143.18	MKS1	58205441	58219605
ENSG00000167419	ENSG00000167419.11	LPO	58218548	58268518
ENSG00000287337	ENSG00000287337.1	AC005962.2	58219375	58233479
ENSG00000286788	ENSG00000286788.1	AC004687.3	58241164	58247385
ENSG00000005381	ENSG00000005381.8	MPO	58269855	58280935
ENSG00000005379	ENSG00000005379.17	TSPOAP1	58301228	58328795
ENSG00000265148	ENSG00000265148.6	TSPOAP1-AS1	58324472	58415766
ENSG00000265206	ENSG00000265206.5	AC004687.1	58330884	58332508
ENSG00000284353	ENSG00000284353.1	MIR142	58331232	58331318
ENSG00000264399	ENSG00000264399.1	MIR4736	58335976	58336022
ENSG00000213246	ENSG00000213246.7	SUPT4H1	58345175	58353093
ENSG00000285897	ENSG00000285897.1	AC004687.2	58345206	58417595
ENSG00000108375	ENSG00000108375.13	RNF43	58353676	58417595
ENSG00000176160	ENSG00000176160.11	HSF5	58420167	58488408
ENSG00000266648	ENSG00000266648.1	SETP3	58476138	58476950
ENSG00000108389	ENSG00000108389.9	MTMR4	58489529	58517905
ENSG00000264672	ENSG00000264672.6	SEPTIN4-AS1	58519837	58557799
ENSG00000108387	ENSG00000108387.15	SEPTIN4	58520250	58544368
ENSG00000121101	ENSG00000121101.15	TEX14	58556678	58692055
ENSG00000266826	ENSG00000266826.2	AC011195.2	58660424	58692018
ENSG00000199426	ENSG00000199426.1	RNU1-108P	58666537	58666697
ENSG00000266561	ENSG00000266561.2	AC011195.1	58675286	58675462
ENSG00000206917	ENSG00000206917.1	RNU1-52P	58677574	58677737
ENSG00000200997	ENSG00000200997.1	RNVU1-34	58679527	58679690
ENSG00000108384	ENSG00000108384.15	RAD51C	58692573	58735611
ENSG00000274198	ENSG00000274198.1	AC025521.1	58747055	58747340
ENSG00000175175	ENSG00000175175.6	PPM1E	58755854	58985179
ENSG00000251865	ENSG00000251865.1	RNU6-518P	58835899	58835994
ENSG00000241462	ENSG00000241462.1	AC100832.1	58897776	58899692
ENSG00000263938	ENSG00000263938.1	AC100832.2	58965952	58966727
ENSG00000108395	ENSG00000108395.14	TRIM37	58982638	59106921
ENSG00000263558	ENSG00000263558.2	RN7SL716P	59059226	59059493
ENSG00000224738	ENSG00000224738.1	AC099850.1	59106598	59118267
ENSG00000182628	ENSG00000182628.13	SKA2	59109857	59155260
ENSG00000252212	ENSG00000252212.1	RNU2-58P	59129276	59129458
ENSG00000211514	ENSG00000211514.1	MIR454	59137758	59137872
ENSG00000207996	ENSG00000207996.1	MIR301A	59151136	59151221
ENSG00000068489	ENSG00000068489.13	PRR11	59155732	59206709
ENSG00000266537	ENSG00000266537.1	SPDYE22P	59174983	59181787
ENSG00000265303	ENSG00000265303.1	AC099850.2	59197566	59215226
ENSG00000265415	ENSG00000265415.1	AC099850.3	59202677	59203829
ENSG00000167447	ENSG00000167447.12	SMG8	59209400	59215247
ENSG00000153982	ENSG00000153982.11	GDPD1	59220467	59275970
ENSG00000271063	ENSG00000271063.1	SNRPGP17	59281130	59281343
ENSG00000175155	ENSG00000175155.10	YPEL2	59331655	59401729
ENSG00000278863	ENSG00000278863.1	AC091059.2	59362665	59363278
ENSG00000263857	ENSG00000263857.1	MIR4729	59366083	59366154
ENSG00000266002	ENSG00000266002.1	AC091059.1	59400488	59403303
ENSG00000265313	ENSG00000265313.7	LINC01476	59422088	59526946
ENSG00000200889	ENSG00000200889.1	RNU4-13P	59537359	59537499
ENSG00000108406	ENSG00000108406.10	DHX40	59565558	59608345
ENSG00000273702	ENSG00000273702.1	AC091271.1	59618553	59619714
ENSG00000141367	ENSG00000141367.12	CLTC	59619689	59696956
ENSG00000141378	ENSG00000141378.15	PTRH2	59674636	59707626
ENSG00000062716	ENSG00000062716.13	VMP1	59707192	59842255
ENSG00000267637	ENSG00000267637.1	AC040904.1	59784813	59785035
ENSG00000284190	ENSG00000284190.1	MIR21	59841266	59841337
ENSG00000201524	ENSG00000201524.1	RNU6-450P	59847438	59847544
ENSG00000108423	ENSG00000108423.15	TUBD1	59859479	59892945
ENSG00000270264	ENSG00000270264.1	NDUFB8P2	59885015	59885552
